Date,alpha_0.00,alpha_0.05,alpha_0.10,alpha_0.15,alpha_0.20,alpha_0.25,alpha_0.30,alpha_0.35,alpha_0.40,alpha_0.45,alpha_0.50,alpha_0.55,alpha_0.60,alpha_0.65,alpha_0.70,alpha_0.75,alpha_0.80,alpha_0.85,alpha_0.90,alpha_0.95,alpha_1.00
2025-08-04,0.16127944650864423,0.14968839182312726,0.1459542554532846,0.14058034955480947,0.13374902655217966,0.12389693927683734,0.11174777474229142,0.09894591404737019,0.0858969120786856,0.07280553154192171,0.05985773885577071,0.04725984026067316,0.03509665198403888,0.023288241643409372,0.011768791763335368,0.0004967018192011882,1.2537465205438478e-06,4.852081010745918e-08,7.863754870612159e-09,2.144863943252181e-07,8.239025807837037e-08
2025-08-05,0.08183473821193567,0.07070186827889295,0.05913048152336213,0.04642878226512621,0.033959653947821924,0.025438970196493573,0.019150275056249413,0.0145464452126459,0.011105414778168872,0.008853395441038305,0.007228366772955338,0.005716579162557727,0.00426172684096519,0.0028386080549433397,0.0014427851203376637,6.135008130206275e-05,1.1726839966980394e-07,3.736068047833684e-09,5.135875381317417e-10,1.2011969242894239e-08,3.94926762569923e-09
2025-08-06,-0.1766956377089365,-0.16422370363084068,-0.15082542823260894,-0.13464964267464713,-0.11688793856128633,-0.10004747844444077,-0.08175878983822966,-0.0663920317455796,-0.053485646714900074,-0.04240204827397647,-0.032770369096386205,-0.0243537953852292,-0.01716242607594568,-0.01087842415082085,-0.005277357303711876,-0.0002148736975058002,-5.588537690047595e-07,-2.173689376637721e-08,-3.5101783916807942e-09,-9.504566347530874e-08,-3.622824667443741e-08
2025-08-07,0.0026464630257807056,0.003047935782201326,0.007445585119886693,0.00914939790206917,0.008461056036027453,0.008301228592132528,0.008909337366498122,0.008896786635104096,0.008421323393291566,0.007223591922988867,0.005898955176109302,0.004526129932459864,0.0032900865571644064,0.002150372802034897,0.0010717194628241723,4.504805454642127e-05,1.1921862215250691e-07,4.676152483310785e-09,7.639714355538877e-10,2.0952917040059096e-08,8.081700522680718e-09
2025-08-08,-0.03729213743549301,-0.039851092217646315,-0.04397879374352436,-0.048482666442467494,-0.051209321351264825,-0.05094293725894395,-0.049191373196439105,-0.045683198957974465,-0.04104353079542908,-0.03578677920990943,-0.030525557984371586,-0.024985394842349174,-0.019064067476187028,-0.012913819158204578,-0.0066380061092752045,-0.00028432119634498024,-8.230492058256735e-07,-3.4705848026923754e-08,-5.965221916813511e-09,-1.703137770687492e-07,-6.802904434606702e-08
2025-08-11,0.16412321532143054,0.15260975288630382,0.1339898441414763,0.11778396842669255,0.10344025896934912,0.08998656915550633,0.07721302024645581,0.06581247891593288,0.05547062002920926,0.04582067186313381,0.03714607569080134,0.02909955619500786,0.02147802900412953,0.014182326261204449,0.007137760748101884,0.0003015383293543401,7.955367425394617e-07,3.1427739701362876e-08,5.1633101036620014e-09,1.4232842081889427e-07,5.5182996798352214e-08
2025-08-12,0.042244643839115255,0.03781901531090807,0.025725226989865544,0.015498332851491808,0.007815476101101929,0.003874816644391608,0.0020921984254592247,0.000889170131170344,0.00012598861683538054,3.401473336494528e-05,0.0003033918131793444,0.0006753253130357034,0.0007594425854924334,0.0006399884473988776,0.000383067552434951,1.8539803337836905e-05,3.9468490266475206e-08,1.328907256917901e-09,1.855384061361365e-10,4.305044362614026e-09,1.3900011122051063e-09
2025-08-13,0.06714765203709339,0.06416263259527154,0.061183257355209124,0.05547543352549249,0.048155758002138144,0.04119267471422956,0.035322044785129326,0.029949409301076986,0.025041667699806078,0.02062929716717711,0.016673237106829594,0.013136008293977514,0.009723669249689839,0.0064256236379494625,0.003235278636111053,0.00013537517854242805,3.7220825142639176e-07,1.4892355800329115e-08,2.4525626085090635e-09,6.748460671181266e-08,2.6089279900310574e-08
2025-08-14,0.07463770999895852,0.0652130836582447,0.04881708553259422,0.03431258218528845,0.021815194643007903,0.013183585791686957,0.008601781435749134,0.005468400216124198,0.003324193883709135,0.001882020263271329,0.000768932063793837,2.136910151007761e-05,-0.0003319366179616256,-0.0004101465472543356,-0.0002873815243479833,-1.5631245244844828e-05,-4.502042253041484e-08,-1.927607317407903e-09,-3.4250707923169325e-10,-1.0140513680466302e-08,-4.174183158028359e-09
2025-08-18,0.11717630583413023,0.10491457840060199,0.1122547667395436,0.11536944330560837,0.11370717591320284,0.11238428683778105,0.11179598623047927,0.10617341514036166,0.0970984636493272,0.08475789053790099,0.07029839350737302,0.056221613336391994,0.04220878441548733,0.028272221316071884,0.014402230870436915,0.000614337670327815,1.5946975145625686e-06,6.250299439758427e-08,1.0235215588878091e-08,2.8178320955498225e-07,1.0916317371709848e-07
2025-08-19,-0.01574828796187702,-0.015108787892128996,-0.015237580862071338,-0.011809232524566646,-0.005892994968425934,-0.0011202329180289802,0.0021776046858107932,0.004116515933181283,0.005080989188829459,0.005357066092518743,0.004839759138797764,0.003937869639585424,0.0030029665304858472,0.002039575997905469,0.0010518481575726658,4.582106121632687e-05,1.304766121109632e-07,5.64010375616071e-09,1.0016779778112105e-09,2.9567193617705634e-08,1.2167406937434879e-08
2025-08-20,0.025678849237147514,0.022440504509177943,0.018991734445241902,0.01557641009377165,0.01289178250292896,0.010739976551491975,0.00853497102186714,0.0068107399715822544,0.0054307210868161015,0.0051925254135937425,0.0047833476143988385,0.004296791788686708,0.0034981485008999005,0.0024803674723446766,0.0013251804443298258,5.8356235743174935e-05,1.8306999107213862e-07,8.125629694613888e-09,1.4460272420426778e-09,4.239143457442536e-08,1.728702219676478e-08
2025-08-21,0.05195558093141537,0.046014424975694926,0.038955289029561704,0.031587807422071845,0.0244732493643824,0.01887211081397585,0.014349876104321273,0.010854431538240292,0.008156104566846529,0.005741845943854469,0.003998304543893949,0.0025833307298212967,0.0015763247679385613,0.0008614821555659303,0.0003555925215237825,1.206696351399635e-05,3.5634565471839404e-08,1.426239467665283e-09,2.2830401362849264e-10,6.033214775570665e-09,2.2275332283780665e-09
