Alpha,Reliance,TCS,HDFCBank,Infosys,ICICIBank,HindustanUL,ITC,SBI,BajajFin,Airtel,KotakBank,AxisBank,AsianPaints,Maruti,Wipro,HCLTech,LT,MahindraM,Titan,Nestle,UltraTech,PowerGrid,NTPC,SunPharma,DrReddy,AdaniPorts,TataMotors,TataSteel,JSWSteel,DivisLabs
0.5,1.8969798829239815e-07,8.139498771447882e-08,2.232742574632107e-08,7.981292208949857e-08,2.952294882912363e-07,9.10100899062618e-08,4.8360153789384596e-08,0.47529814320623953,0.26836928907682717,0.052031657817895316,2.259959917181963e-08,0.213720692061212,0.1590983207007692,0.17905670556506803,6.960487326459962e-08,2.536092983278954e-07,0.046531241135606916,0.008516750067108288,0.7824662996444642,7.877560407463503e-08,2.2578466425100358e-07,4.6720424309820155e-07,0.05954131685271666,0.5850064871848529,2.441213075965526e-07,0.24409769704827378,3.244779741685133e-08,0.26123133620145306,0.3214488444405479,0.46895002531871083
0.55,6.818859839712137e-08,3.3592984713687723e-08,9.440388206239164e-09,3.237266046525439e-08,8.305962964042187e-08,3.8118653131481256e-08,2.1034206832955747e-08,0.3589675237428666,0.20971003960452364,0.05895292122904942,9.185543733222017e-09,0.17339618599445752,0.1342818161978872,0.14939752192908215,2.9383119869896422e-08,5.780822487099225e-08,0.06051371388078789,0.028846578747058597,0.5756197638163134,2.5948454620072723e-08,6.863225367754419e-08,7.412679541026632e-08,0.06488534701954937,0.43291726577531003,6.699660617025994e-08,0.1953030939725609,1.3494469977565139e-08,0.20674413683181125,0.25487847814047676,0.35009523134330317
0.6000000000000001,5.239007906570668e-07,2.501923140406117e-07,7.197829616085866e-08,2.3836294001376097e-07,8.148339468864301e-07,2.866579313791062e-07,1.5556667082483227e-07,0.25720227547740193,0.15450841197109802,0.054126318113252025,7.063659252502592e-08,0.13185128171398441,0.10494392834918392,0.11592248025643198,2.1848366527282038e-07,5.623450231926836e-07,0.059030943240388455,0.03443771769416682,0.4026288752112547,2.0877452011774337e-07,7.268850965991803e-07,7.471006786362456e-07,0.05873520847230898,0.3040177694638398,5.491401171990796e-07,0.1465813178298203,1.0487208678260959e-07,0.1539435592564838,0.18999930646017138,0.24771384872413188
0.65,4.1439465017228356e-07,1.3816657143500878e-07,3.630402201492376e-08,1.3134394760091316e-07,6.656199539627465e-07,1.5910085588168302e-07,7.898209334927875e-08,0.16576692121203038,0.10192125438143847,0.04115864107241517,3.597933224472566e-08,0.08930882423732917,0.07248499983967244,0.0797106614778204,1.1583687503914613e-07,4.3512119974224963e-07,0.046781390107383365,0.02979690088804823,0.25384236799628795,1.3482908141355854e-07,5.753269176156795e-07,5.413079985687512e-07,0.04445647601701799,0.1921426481826911,4.6741566436785495e-07,0.09814605120306265,5.4680506053207215e-08,0.10245170397446293,0.12655030703414422,0.1575895881364949
0.7000000000000001,1.1556899103725451e-07,3.0356780236300184e-08,7.954043744531707e-09,2.8527710113786938e-08,2.9421601908013414e-07,3.5364083365023655e-08,1.6829822519646867e-08,0.08171833406758498,0.051243997360502,0.023127638683908082,7.826270952165373e-09,0.045938341084196525,0.037839589575457126,0.04148183091015016,2.507644511096242e-08,1.43050086197343e-07,0.026861422327369305,0.018051186317257207,0.12263809585920195,3.1492669321680415e-08,3.5963025859066115e-07,3.447323884724951e-07,0.02489600343864494,0.09297848279895263,1.4534233499986842e-07,0.049953067488614784,1.2255551484242014e-08,0.05190094323700236,0.06413840891783394,0.07669678819774432
0.75,9.37836283879509e-08,1.981527332273951e-08,3.818150203188139e-09,1.867573746740006e-08,7.465600515359253e-07,2.428446300940247e-08,1.1757337270842954e-08,0.003370041763238032,0.0021493537089325066,0.0010524877267039936,3.5140217785554543e-09,0.0019648332446956717,0.0016366235192149458,0.001790599932820899,1.6757853229354674e-08,1.2125929873987432e-07,0.0012454600577418676,0.0008654759933125529,0.00496467964181376,1.650695161162053e-08,9.747138408198361e-05,3.679065175857222e-06,0.001131997997713331,0.0037670577608667818,1.3309866125040987e-07,0.0021168399805070594,5.6265769339054795e-09,0.0021910666498533102,0.002708624388240514,0.003123459642890902
0.8,6.810563294749579e-07,2.0540520864337922e-07,3.929869958260513e-08,1.929951344156952e-07,1.168574633272477e-06,2.595538479558681e-07,1.3605347223274933e-07,8.171865187223485e-06,5.284213863668256e-06,2.991526126981763e-06,3.3474135838002834e-08,4.9490399276902294e-06,4.179178617147159e-06,4.538163810372721e-06,1.813988436666109e-07,5.872004871598776e-07,3.350646228217276e-06,2.4251853608838e-06,1.1832224488450362e-05,1.4815287603410715e-07,1.212279091694531e-06,1.1514594066595304e-06,3.1923229975879863e-06,9.056743304036603e-06,7.216968112461557e-07,5.246917849510125e-06,5.660208622807755e-08,5.425019932679663e-06,6.6865051122538416e-06,7.5324841970702915e-06
0.8500000000000001,4.2957577405421276e-08,1.4710730884993348e-08,2.8940906119582516e-09,1.3736122173251926e-08,6.495085982470427e-08,1.8916244290651108e-08,1.0361655081967959e-08,3.0668440287567036e-07,2.0096612746023843e-07,1.238322672577344e-07,2.34800128745889e-09,1.9119294900142914e-07,1.6277194136525879e-07,1.7622139965188097e-07,1.328653458432575e-08,3.394483494506525e-08,1.3589025008371022e-07,1.0080605464301187e-07,4.3718775730359993e-07,1.0047569317025696e-08,6.387599261481074e-08,6.126918347220503e-08,1.3186303916670474e-07,3.3507991699164367e-07,4.2562821670186604e-08,2.0096949146822447e-07,4.245935540425275e-09,2.073050597106338e-07,2.5518146500175257e-07,2.797817289488847e-07
0.9,8.900845097898419e-09,3.272371397965468e-09,6.547251878898749e-10,3.0391177173305206e-09,1.2711509760821245e-08,4.269956985223091e-09,2.4295756960081737e-09,4.851170402154091e-08,3.221960921885966e-08,2.0893700146636804e-08,5.143998317374198e-10,3.095152261402973e-08,2.6482260508257933e-08,2.8664517746204286e-08,3.010705659430413e-09,6.669512764814385e-09,2.289369317312819e-08,1.726877241401591e-08,6.82030543501775e-08,2.153815996696942e-09,1.2335166273554923e-08,1.1642963341034981e-08,2.225784671295564e-08,5.195608586357121e-08,8.468533881702288e-09,3.242727051844417e-08,9.891280743175854e-10,3.3332263880003465e-08,4.1029584938402044e-08,4.3602369215329596e-08
0.9500000000000001,2.856778951994191e-07,1.1017829352975947e-07,2.2418356503025693e-08,1.018536771105647e-07,3.939774749330557e-07,1.4550210437879883e-07,8.561491878339335e-08,1.295281645382266e-06,8.720820269003267e-07,5.867238860636843e-07,1.72654532093068e-08,8.437085273919165e-07,7.246599550121049e-07,7.849088468758968e-07,1.0296500144426705e-07,2.0579681511051643e-07,6.460711783306864e-07,4.936933873997699e-07,1.7981754702974754e-06,7.060195517276089e-08,3.81360621330174e-07,3.5250292501476536e-07,6.258115576082101e-07,1.3561067835792498e-06,2.6370766238880756e-07,8.828759375274098e-07,3.496734419105186e-08,9.0388946912459e-07,1.1129616689818919e-06,1.144689625106918e-06
1.0,1.2399926033115353e-07,4.9586359231279656e-08,1.0336496424097073e-08,4.566143829126495e-08,1.668524532519862e-07,6.609919484455002e-08,4.005532181411793e-08,4.877701963959388e-07,3.328303196883411e-07,2.3097700549829642e-07,7.855938610133862e-09,3.241105093807158e-07,2.7939093441463625e-07,3.0277110243312376e-07,4.6952045075147036e-08,8.66440274418797e-08,2.5580233838941134e-07,1.9761436627463578e-07,6.691845386157019e-07,3.1163252772202933e-08,1.6168662502731062e-07,1.4647571704818598e-07,2.467086511856612e-07,4.994438644334658e-07,1.1175369747897885e-07,3.3873948004832603e-07,1.6583013040282522e-08,3.4547140606628785e-07,4.25364249847182e-07,4.240825541086957e-07
